Time	CFP	YFP	
Seconds	mV	mV	
			
99	3064,97	3027,53
100	3070,26	3023,05
101	3100,16	3016,13
102	3082,26	3046,45
103	3050,32	3036,89
104	3026,00	3042,48
105	3118,27	3070,87
106	3070,26	3054,79
107	3067,00	3028,95
108	3070,26	3034,45
109	3073,92	3044,21
110	3088,57	3071,88
111	3059,57	3049,81
112	3078,19	3030,58
113	3085,52	3059,07
114	3039,74	3031,80
115	3076,16	3047,87
116	3085,11	3046,04
117	3089,99	3046,25
118	3066,29	3021,42
119	3041,97	3047,87
120	3040,75	3062,93
121	3014,71	3037,70
122	3033,43	3054,39
123	3067,00	3055,20
124	3075,95	3037,29
125	3073,31	3059,27
126	3145,33	3098,54
127	3076,56	3074,53
128	3107,08	3087,14
129	3127,63	3145,33
130	3072,49	3159,98
131	3048,08	3100,16
132	3018,68	3073,61
133	3054,18	3034,65
134	3098,13	3057,84
135	3082,87	3070,46
136	3060,29	3095,28
137	3067,20	3142,69
138	3116,24	3133,53
139	3165,17	3147,16
140	3092,03	3109,93
141	3039,13	3139,03
142	3058,86	3146,76
143	3004,54	3173,61
144	3057,44	3187,86
145	2994,16	3203,93
146	3023,87	3211,56
147	2999,25	3220,21
148	3005,15	3204,54
149	2929,05	3243,40
150	2993,55	3312,99
151	2990,29	3255,61
152	3008,91	3250,02
153	2963,44	3245,03
154	2970,36	3260,90
155	3026,51	3251,13
156	2945,53	3243,40
157	3001,89	3229,77
158	2990,50	3225,70
159	2975,65	3225,29
160	2966,08	3258,26
161	3026,31	3258,87
162	2946,96	3178,70
163	3017,15	3196,40
164	3016,54	3195,18
165	2945,13	3176,46
166	2953,06	3196,00
167	3028,14	3162,42
168	3053,16	3168,12
169	3041,57	3154,69
170	3026,10	3106,68
171	3049,91	3127,02
172	3060,49	3103,22
173	3070,26	3081,24
174	3059,47	3100,37
175	3106,07	3103,42
176	3035,87	3096,71
177	3071,27	3099,55
178	3083,48	3084,09
179	3054,18	3101,18
180	2993,35	3094,98
181	3049,10	3118,07
182	3059,47	3135,57
183	3045,43	3123,16
184	3098,33	3114,00
185	3059,88	3105,05
186	3070,26	3085,52
187	3053,37	3069,24
188	3037,09	3084,50
189	3070,05	3083,68
190	3064,15	3110,54
191	3025,90	3077,78
192	3060,90	3087,55
193	3108,10	3112,37
194	3082,87	3049,30
195	3096,10	3088,97
196	3116,44	3062,73
197	3097,11	3072,90
198	3046,45	3070,26
199	3125,39	3061,30
200	3146,55	3073,00
201	3055,61	3064,56
202	3082,67	3060,49
203	3092,03	3059,88
204	3086,74	3092,64
205	3097,72	3068,42
206	3090,20	3058,46
207	3093,45	3076,36
208	3073,71	3086,33
209	3075,75	3098,33
210	3128,45	3134,96
211	3109,12	3092,03
212	3072,49	3102,00
213	3102,30	3052,86
214	3100,98	3058,25
215	3093,25	3069,24
216	3074,94	3094,26
217	3088,77	3070,05
218	3082,46	3049,30
219	3079,21	3033,43
220	3081,85	3028,95
221	3102,91	3085,52
222	3082,06	3087,55
223	3055,00	3070,26
224	3054,59	3052,15
225	3055,40	3033,63
226	3099,55	3045,43
227	3091,01	3048,28
228	3099,96	3058,25
229	3090,60	3033,02
230	3106,07	3060,29
231	3101,79	3082,46
232	3092,84	3054,59
233	3071,68	3061,71
234	3060,79	3062,32
235	3083,48	3098,33
236	3073,31	3096,50
237	3126,21	3053,16
238	3142,08	3046,25
239	3106,27	3079,21
240	3123,97	3038,52
241	3041,97	3035,26
242	3097,32	3017,15
243	3071,68	3066,19
244	3101,39	3063,74
245	3057,64	3054,79
246	3134,96	3059,47
247	3064,97	3048,49
248	3143,50	3060,79
249	3130,07	3086,74
250	3082,06	3073,51
251	3079,00	3070,26
252	3083,48	3061,10
253	3084,50	3052,96
254	3107,49	3055,00
255	3060,29	3061,91
256	3077,78	3064,76
257	3067,20	3081,04
258	3060,69	3071,07
259	3048,89	3059,68
260	3025,90	3038,72
261	3039,13	3078,19
262	3116,03	3070,46
263	3051,54	3050,11
264	3065,98	3060,69
265	3100,57	3034,85
266	3087,14	3035,06
267	3073,92	3072,49
268	3067,51	3047,37
269	3146,55	3051,33
270	3089,79	3050,52
271	3049,10	3052,55
272	3025,09	3069,24
273	3053,57	3084,91
274	3140,25	3082,67
275	3113,29	3070,87
276	3084,70	3075,55
277	3058,66	3061,10
278	3077,78	3058,66
279	3077,17	3057,64
280	3116,03	3064,15
281	3057,74	3055,61
282	3088,57	3079,00
283	3107,08	3067,41
284	3093,45	3071,88
285	3090,60	3072,49
286	3102,61	3080,02
287	3109,52	3064,76
288	3043,60	3060,69
289	3091,01	3049,81
290	3109,52	3080,02
291	3067,61	3067,81
292	3049,30	3046,25
293	3036,28	3079,21
294	3010,44	3085,52
295	3039,43	3056,83
296	3085,72	3055,61
297	3095,89	3049,50
298	3070,66	3089,38
299	3097,32	3072,09
300	3086,74	3046,86
301	3067,61	3035,06
302	3092,84	3077,28
303	3106,68	3090,20
304	3084,29	3061,30
305	3091,01	3080,63
306	3073,31	3105,25
307	3065,37	3046,04
308	3074,53	3068,12
309	3069,03	3065,78
310	3086,33	3078,19
311	3072,49	3082,26
312	3091,21	3079,21
313	3082,46	3076,36
314	3102,40	3084,91
315	3114,41	3057,44
316	3095,28	3057,74
317	3051,94	3043,81
318	3118,48	3087,55
319	3070,66	3083,89
320	3068,02	3071,88
321	3028,95	3100,57
322	3001,08	3093,86
323	3037,29	3078,50
324	3016,75	3101,39
325	3072,90	3116,03
326	3028,95	3075,14
327	3031,80	3068,42
328	3014,51	3087,55
329	3026,31	3083,68
330	3061,91	3072,70
331	3070,05	3081,04
332	3072,90	3091,21
333	3031,19	3083,07
334	3116,03	3120,51
335	3087,35	3095,89
336	3070,87	3105,66
337	3063,95	3118,48
338	3025,49	3082,26
339	3072,29	3089,99
340	3063,34	3107,69
341	3071,07	3091,62
342	3058,05	3096,30
343	2997,01	3057,13
344	3006,98	3059,47
345	3047,26	3068,83
346	3023,26	3090,40
347	3031,39	3069,03
348	3069,85	3074,12
349	3077,78	3134,35
350	3023,26	3133,13
351	2992,33	3159,17
352	3088,57	3118,88
353	3027,33	3138,01
354	3058,66	3114,20
355	3082,46	3103,42
356	3031,80	3130,99
357	3096,71	3111,97
358	3053,78	3122,34
359	3029,77	3084,70
360	3031,19	3080,02
361	3032,41	3125,60
362	3081,04	3186,23
363	3033,02	3181,35
364	3016,54	3166,29
365	3016,13	3219,39
366	3078,60	3224,07
367	3062,32	3207,59
368	2952,45	3220,61
369	2998,84	3256,63
370	2983,28	3257,34
371	2931,09	3269,45
372	2905,86	3316,24
373	2904,43	3330,28
374	2856,42	3338,42
375	2861,30	3317,06
376	2791,31	3339,44
377	2814,20	3379,72
378	2798,84	3418,79
379	2755,30	3376,47
380	2744,31	3419,40
381	2783,98	3453,38
382	2749,60	3470,47
383	2704,02	3484,40
384	2761,60	3497,12
385	2684,29	3470,06
386	2669,23	3436,08
387	2754,28	3373,82
388	2753,87	3395,59
389	2788,46	3355,31
390	2817,15	3325,19
391	2778,79	3310,44
392	2799,04	3287,35
393	2815,32	3290,40
394	2922,34	3262,94
395	2937,19	3256,63
396	2905,45	3223,87
397	2929,87	3189,28
398	2930,68	3219,19
399	2935,36	3222,45
400	2987,85	3216,34
401	2990,70	3181,96
402	2941,67	3167,31
403	2980,73	3218,99
404	3066,59	3206,07
405	3000,06	3175,45
406	3001,08	3160,80
407	3032,21	3160,19
408	3004,33	3160,59
409	2994,57	3120,31
410	2964,66	3131,60
411	2960,39	3130,28
412	3022,85	3143,30
413	3041,77	3121,73
414	3092,43	3131,50
415	3064,36	3108,71
416	3056,22	3132,11
417	3028,95	3114,00
418	3011,66	3120,92
419	3001,49	3115,63
420	3016,75	3119,49
421	3050,32	3126,61
422	3039,74	3106,88
423	3052,55	3116,85
424	3057,74	3128,85
425	3064,15	3073,51
426	3032,41	3074,53
427	3061,91	3107,49
428	3033,84	3118,88
429	3046,86	3106,68
430	3081,04	3119,49
431	3040,65	3109,93
432	3014,91	3125,60
433	3002,71	3117,26
434	3004,54	3146,76
435	3033,02	3159,58
436	3020,00	3154,90
437	3024,07	3129,26
438	3002,81	3164,56
439	3011,05	3132,11
440	3060,90	3136,99
441	3053,16	3130,07
442	3004,33	3119,09
443	3010,84	3132,11
444	3042,18	3125,19
445	3054,08	3116,03
446	3080,23	3139,23
447	3098,94	3137,60
448	3060,29	3127,84
449	3066,39	3123,56
450	3045,23	3095,49
451	3021,12	3095,89
452	3025,90	3095,69
453	3071,48	3114,41
454	3041,57	3129,87
455	3067,41	3110,54
456	3073,10	3064,15
457	3081,45	3077,38
458	3036,28	3078,39
459	2994,57	3061,71
460	3044,82	3062,73
461	3087,35	3082,87
462	3074,32	3118,48
463	3062,32	3084,29
464	3104,64	3096,91
465	3062,32	3107,18
466	3159,98	3096,50
467	3072,90	3124,58
468	3087,96	3090,81
469	3064,36	3103,42
470	3079,00	3102,40
471	3037,29	3097,52
472	2978,09	3110,54
473	3052,35	3102,61
474	3043,81	3098,94
475	3055,61	3105,66
476	3068,22	3104,84
477	3011,05	3099,96
478	3011,45	3105,45
479	3039,13	3022,65
480	3059,47	3103,42
481	3091,21	3095,28
482	3064,97	3112,17
483	3022,85	3086,53
484	3042,79	3094,06
485	3047,47	3098,54
486	3048,28	3109,93
487	3067,61	3063,54
488	3111,56	3082,26
489	3026,71	3093,86
490	2998,23	3114,81
491	3052,15	3110,34
492	3042,79	3083,48
493	3019,90	3058,05
494	3065,98	3047,26
495	3069,03	3059,88
496	3045,64	3106,07
497	3081,85	3109,93
498	3027,33	3118,48
499	3066,90	3088,57
500	3085,31	3080,02
501	3034,85	3118,07
502	3039,94	3093,45
503	3003,72	3107,49
504	3015,32	3114,41
505	3050,52	3106,68
506	3062,63	3103,83
507	2992,74	3117,66
508	3010,03	3105,86
509	3025,90	3077,78
510	3032,21	3094,47
511	3038,72	3116,24
512	2998,64	3102,40
513	3071,78	3095,59
514	3091,21	3089,58
515	3120,51	3103,01
516	3048,69	3077,17
517	3054,59	3059,07
518	3073,51	3123,97
519	3052,15	3075,34
520	3094,67	3072,09
521	3107,08	3084,50
522	3027,12	3117,46
523	3028,75	3088,97
524	3027,12	3091,21
525	3078,19	3118,88
526	3001,69	3086,74
527	2993,65	3087,96
528	3075,55	3097,52
529	3106,07	3121,94
530	3043,20	3084,50
531	3049,91	3098,94
532	3064,56	3086,74
533	3057,44	3094,06
534	3078,39	3113,59
535	3111,97	3072,49
536	3080,02	3088,16
537	3042,38	3080,23
538	3078,80	3132,72
539	3025,29	3111,56
540	3042,79	3108,71
541	3046,04	3120,31
542	3022,24	3077,38
543	3063,54	3089,58
544	3077,78	3126,00
545	3054,18	3129,67
546	3048,59	3130,07
547	3115,22	3081,45
548	3067,00	3099,15
549	3059,47	3098,74
550	3059,68	3105,05
551	3051,13	3080,84
552	3115,63	3097,93
553	3032,82	3081,45
554	3023,87	3092,23
555	3050,11	3074,32
556	3096,50	3097,72
557	3091,62	3087,14
558	3062,73	3080,02
559	3044,21	3072,70
560	3069,65	3098,33
561	3054,59	3115,83
562	3075,75	3087,96
563	3080,63	3089,38
564	3087,14	3089,79
565	3060,29	3082,26
566	3041,16	3126,00
567	3075,14	3116,03
568	3072,09	3117,56
569	3074,12	3084,50
570	3005,76	3070,05
571	3027,94	3097,11
572	3039,74	3113,59
573	3092,43	3107,49
574	3062,32	3076,97
575	3067,20	3153,68
576	3066,39	3144,93
577	3064,97	3100,37
578	3019,59	3096,50
579	3077,78	3092,64
580	3107,49	3144,11
581	3070,66	3079,82
582	3059,68	3092,23
583	3030,58	3075,34
584	3115,83	3080,02
585	3104,44	3080,02
586	3052,55	3104,23
587	3105,25	3098,13
588	3081,24	3133,13
589	3058,05	3106,27
590	3017,56	3109,12
591	3013,90	3108,10
592	3003,72	3111,97
593	3060,90	3119,90
594	3057,13	3124,58
595	3074,32	3117,87
596	3059,47	3129,46
597	3075,14	3132,72
598	3045,84	3085,52
599	2993,96	3073,10
600	3020,00	3120,51
601	3034,55	3117,26
602	3046,45	3082,87
603	3099,35	3129,87
604	3053,37	3103,01
605	3072,70	3102,81
606	3093,45	3102,00
607	3135,57	3123,16
608	3092,84	3138,62
609	3128,85	3148,79
610	3153,47	3123,56
611	3070,87	3124,58
612	3116,24	3143,50
613	3079,82	3216,55
614	3113,59	3201,49
615	3091,01	3159,37
616	3082,87	3164,46
617	3088,36	3172,39
618	3113,39	3129,67
619	3026,51	3145,94
620	3082,87	3120,31
621	3099,55	3167,51
622	3079,11	3184,70
623	3109,93	3210,85
624	3122,14	3240,35
625	3084,70	3207,59
626	3122,95	3255,41
627	3093,04	3231,40
628	3068,83	3234,04
629	3083,99	3243,30
630	3069,24	3257,85
631	3056,62	3221,43
632	3030,38	3245,84
633	3033,02	3262,73
634	3027,94	3271,28
635	3035,77	3274,13
636	3056,22	3267,82
637	3062,73	3280,43
638	3034,04	3310,14
639	3018,78	3295,69
640	2987,85	3304,85
641	3059,88	3275,35
642	3098,03	3294,57
643	3034,65	3314,82
644	2965,68	3323,97
645	3003,11	3304,03
646	2980,94	3329,06
647	2942,48	3338,22
648	3013,49	3317,87
649	3010,13	3270,46
650	2996,20	3194,16
651	2945,94	3205,76
652	2972,19	3230,38
653	3004,33	3203,12
654	3080,02	3203,52
655	3025,29	3192,33
656	3018,37	3181,35
657	3030,17	3196,00
658	3032,21	3181,55
659	3051,94	3193,96
660	3074,32	3160,39
661	3071,27	3160,80
662	3033,63	3164,87
663	3055,40	3159,17
664	3081,04	3169,75
665	3047,47	3158,76
666	3060,29	3153,88
667	3035,46	3169,34
668	3051,94	3157,74
669	3053,37	3156,52
670	3013,49	3157,54
671	3052,15	3155,91
672	3072,90	3125,60
673	3000,47	3132,31
674	3024,27	3139,23
675	2999,86	3118,07
676	3064,76	3095,28
677	3076,36	3104,84
678	3048,49	3148,39
679	3062,32	3141,06
680	3044,01	3140,04
681	3026,10	3151,84
682	3023,26	3156,32
683	3044,42	3127,23
684	3022,85	3081,85
685	3013,08	3099,15
686	3062,32	3094,67
687	3051,94	3133,74
688	3056,01	3129,67
689	3062,63	3110,54
690	3034,45	3102,00
691	3019,19	3107,69
692	3027,94	3127,23
693	3106,47	3102,20
694	3088,16	3104,44
695	3019,39	3124,38
696	3030,58	3123,36
697	3030,99	3104,03
698	3106,68	3132,52
699	3070,46	3094,26
700	3103,62	3089,38
701	3028,55	3114,41
702	3100,16	3130,48
703	3054,69	3091,62
704	3022,44	3094,06
705	3057,23	3125,19
706	3063,95	3109,52
707	3065,98	3109,52
708	3103,62	3111,15
709	3155,91	3077,78
710	3116,34	3133,13
711	3099,35	3095,69
712	3123,56	3108,30
713	3096,71	3093,45
714	3085,52	3115,42
715	3071,68	3119,70
716	3096,10	3105,86
717	3076,97	3153,88
718	3055,00	3151,03
719	3076,97	3123,36
720	3075,14	3125,39
721	3051,13	3126,41
722	3056,22	3120,71
723	3090,09	3103,22
724	3073,71	3105,05
725	3069,85	3111,97
726	3090,20	3095,69
727	3104,64	3088,97
728	3085,72	3115,83
729	3058,05	3095,89
730	3097,11	3089,18
731	3058,05	3124,58
732	3109,32	3154,29
733	3058,66	3079,00
734	3020,20	3131,50
735	3047,47	3120,31
736	3031,19	3090,40
737	3098,33	3125,50
738	3064,56	3118,48
739	3010,23	3124,17
740	3040,35	3165,68
741	3060,49	3163,65
742	3056,42	3151,84
743	3056,62	3149,61
744	3091,62	3103,83
745	3097,93	3149,61
746	3123,36	3147,37
747	3052,96	3139,03
748	3047,87	3121,53
749	3061,71	3128,04
750	3038,92	3123,97
751	3000,06	3128,55
752	3003,32	3146,55
753	3072,90	3138,62
754	3074,12	3151,03
755	3093,04	3130,89
756	3086,13	3110,54
757	3155,71	3143,30
758	3084,29	3126,11
759	3097,72	3122,95
760	3083,89	3098,94
761	3060,69	3138,82
762	3106,07	3127,63
763	3107,49	3087,14
764	3062,32	3139,53
765	3068,42	3141,47
766	3079,00	3106,88
767	3089,79	3119,49
768	3070,05	3120,51
769	3056,62	3119,29
770	3066,39	3143,50
771	3088,57	3109,63
772	3022,85	3122,34
773	2995,58	3162,63
774	3100,98	3125,19
775	3081,85	3129,67
776	3072,29	3148,39
777	3059,27	3126,82
778	3032,41	3152,96
779	3058,86	3104,64
780	3072,90	3085,52
781	3084,09	3152,45
782	3100,37	3148,59
783	3016,34	3135,77
784	3070,46	3095,69
785	3095,59	3102,61
786	3059,07	3160,39
787	3043,60	3119,70
788	3085,72	3134,75
789	3056,01	3137,60
790	3054,79	3128,24
791	3082,46	3148,59
792	3098,64	3139,23
793	3082,67	3150,62
794	3098,33	3110,34
795	3084,91	3114,41
796	3079,61	3142,69
797	3057,64	3147,98
798	3038,52	3107,79
799	3060,90	3111,97
800	3103,62	3162,02
801	3064,97	3168,94
802	3069,03	3108,71
803	3081,24	3138,62
804	3087,14	3119,09
805	3093,45	3135,57
806	3090,20	3147,78
807	3096,50	3145,13
808	3059,27	3128,04
809	3074,94	3132,31
810	3042,99	3147,37
811	3064,56	3143,71
812	3073,92	3145,94
813	3073,10	3134,14
814	3084,29	3144,72
815	3069,03	3139,03
816	3106,47	3133,74
817	3058,86	3119,49
818	3060,90	3104,44
819	3087,35	3133,13
820	3137,40	3161,61
821	3062,93	3149,40
822	3055,61	3116,44
823	3107,69	3105,05
824	3102,81	3096,71
825	3109,52	3137,40
826	3085,82	3119,09
827	3070,87	3131,29
828	3065,98	3149,20
829	3071,27	3119,09
830	3117,46	3095,28
831	3074,94	3132,31
832	3082,87	3153,07
833	3100,78	3167,00
834	3083,28	3165,88
835	3046,45	3145,74
836	3106,68	3148,59
837	3107,90	3135,36
838	3039,13	3112,37
839	3029,36	3136,48
840	3104,64	3140,04
841	3108,10	3136,79
842	3077,17	3147,57
843	3048,08	3175,04
844	3020,00	3178,70
845	3020,61	3169,34
846	2994,57	3101,08
847	3068,42	3116,85
848	3099,76	3110,13
849	3083,28	3130,48
850	3114,00	3130,48
851	3132,72	3144,32
852	3148,39	3144,72
853	3072,70	3138,01
854	3072,90	3137,20
855	3070,46	3135,16
856	3094,87	3150,62
857	3116,65	3161,20
858	3122,75	3159,98
859	3115,22	3112,58
860	3101,39	3134,96
861	3088,57	3117,46
862	3044,82	3127,23
863	3061,71	3168,12
864	3073,92	3138,21
865	3033,63	3131,50
866	3111,76	3123,97
867	3066,19	3134,35
868	3158,97	3109,52
869	3150,42	3154,29
870	3112,17	3123,16
871	3165,27	3088,36
872	3118,68	3108,10
873	3153,57	3183,18
874	3102,61	3156,73
875	3091,01	3127,43
876	3142,49	3138,01
877	3107,49	3132,92
878	3121,32	3121,32
879	3094,47	3140,25
880	3018,07	3138,31
881	3077,58	3135,36
882	3085,92	3166,09
883	3111,97	3127,63
884	3113,19	3158,15
885	3089,99	3155,71
886	3063,74	3144,32
887	3114,20	3135,57
888	3109,93	3111,76
889	3103,83	3131,91
890	3110,13	3121,32
891	3142,49	3167,31
892	3112,98	3152,45
893	3098,94	3148,18
894	3101,08	3130,38
895	3096,10	3135,77
896	3076,36	3139,03
897	3073,92	3137,40
898	3101,39	3114,20
899	3144,11	3150,42
900	3191,11	3155,71
901	3099,15	3150,42
902	3116,65	3155,71
903	3122,95	3133,13
904	3094,06	3115,02
905	3146,15	3142,69
906	3135,77	3144,32
907	3051,33	3149,20
908	3092,84	3133,43
909	3141,06	3137,20
910	3093,45	3157,13
911	3124,58	3143,71
912	3092,03	3128,85
913	3102,61	3141,26
914	3117,26	3138,92
915	3133,74	3133,94
916	3102,61	3133,13
917	3080,02	3133,94
918	3065,17	3113,39
919	3049,71	3129,26
920	3097,93	3118,27
921	3093,45	3155,71
922	3086,33	3146,55
923	3099,55	3159,37
924	3097,11	3151,84
925	3102,40	3098,33
926	3131,91	3141,67
927	3176,06	3172,19
928	3144,11	3145,64
929	3132,72	3134,75
930	3123,77	3127,23
931	3148,18	3116,44
932	3118,07	3109,93
933	3099,76	3099,76
934	3120,61	3093,15
935	3053,78	3122,14
936	3102,40	3079,21
937	3074,73	3091,42
938	3105,45	3128,24
939	3097,32	3111,15
940	3077,17	3123,77
941	3094,26	3123,16
942	3114,51	3135,26
943	3109,12	3117,26
944	3119,09	3110,95
945	3083,28	3127,63
946	3097,72	3152,25
947	3113,59	3135,97
948	3058,05	3117,26
949	3096,30	3080,02
950	3125,19	3111,15
951	3114,41	3124,99
952	3092,23	3097,52
953	3103,22	3141,06
954	3134,14	3147,16
955	3061,10	3142,89
956	3115,83	3146,15
957	3161,61	3139,43
958	3100,98	3139,64
959	3117,46	3123,97
960	3088,97	3107,08
961	3123,56	3129,87
962	3147,78	3165,48
963	3107,08	3144,52
964	3135,16	3113,80
965	3131,29	3113,59
966	3130,07	3152,66
967	3153,88	3112,78
968	3167,31	3171,58
969	3117,26	3120,92
970	3150,42	3148,39
971	3157,34	3150,22
972	3127,63	3102,00
973	3109,12	3117,05
974	3133,74	3169,14
975	3122,44	3175,85
976	3089,99	3129,87
977	3110,34	3157,13
978	3103,83	3138,01
979	3047,26	3168,53
980	3141,47	3173,21
981	3085,11	3188,67
982	3153,88	3181,04
983	3166,49	3173,61
984	3114,41	3167,31
985	3086,94	3125,19
986	3105,86	3100,78
987	3106,68	3146,96
988	3096,50	3148,18
989	3156,32	3153,88
990	3113,59	3158,76
991	3083,89	3124,17
992	3089,18	3107,29
993	3115,63	3103,62
994	3084,29	3108,30
995	3104,84	3127,43
996	3138,92	3133,74
997	3060,90	3111,76
998	3141,67	3122,95
999	3121,53	3121,94
1000	3138,01	3115,83
1001	3146,35	3134,35
1002	3087,35	3134,65
1003	3124,58	3162,42
1004	3187,86	3178,09
1005	3149,00	3165,68
1006	3076,97	3131,50
1007	3117,66	3134,96
1008	3156,32	3145,54
1009	3170,36	3156,32
1010	3096,50	3155,91
1011	3058,46	3146,55
1012	3079,21	3134,96
1013	3134,75	3139,84
1014	3103,42	3223,06
1015	3161,61	3233,03
1016	3159,37	3309,53
1017	3177,68	3265,38
1018	3136,99	3261,10
1019	3132,92	3251,95
1020	3097,93	3211,66
1021	3164,46	3244,62
1022	3138,62	3338,83
1023	3111,15	3342,18
1024	3143,71	3339,44
1025	3095,89	3338,62
1026	3068,42	3362,84
1027	3031,39	3357,55
1028	3028,55	3362,02
1029	3012,68	3377,08
1030	3018,68	3427,33
1031	3036,68	3438,52
1032	2935,97	3434,05
1033	2934,14	3438,32
1034	2918,88	3440,76
1035	2974,42	3459,28
1036	2982,97	3424,89
1037	2975,65	3399,87
1038	2967,10	3414,52
1039	2910,54	3407,60
1040	2968,52	3435,88
1041	3019,39	3445,85
1042	2999,25	3400,07
1043	2974,83	3382,37
1044	2901,79	3318,99
1045	2938,21	3306,88
1046	2981,55	3296,30
1047	3003,93	3300,78
1048	2993,75	3285,32
1049	3018,58	3242,59
1050	3001,89	3244,83
1051	3028,55	3239,94
1052	3055,00	3246,05
1053	3067,41	3251,13
1054	3065,58	3227,33
1055	3066,19	3212,07
1056	3027,12	3238,52
1057	3028,14	3211,26
1058	3075,55	3208,00
1059	3073,51	3203,12
1060	3039,74	3260,49
1061	3105,05	3197,62
1062	3039,74	3228,96
1063	3061,10	3232,82
1064	3127,63	3224,38
1065	3040,35	3222,65
1066	3073,10	3247,06
1067	3063,74	3224,07
1068	3103,22	3191,11
1069	3051,74	3193,55
1070	3039,53	3187,25
1071	3115,73	3169,14
1072	3118,48	3192,94
1073	3099,35	3205,76
1074	3095,69	3165,07
1075	3061,30	3184,40
1076	3043,20	3176,06
1077	3029,36	3168,53
1078	3089,18	3201,90
1079	3067,81	3169,75
1080	3091,62	3203,73
1081	3112,17	3131,91
1082	3077,58	3149,00
1083	3086,33	3188,47
1084	3089,79	3169,75
1085	3131,91	3122,75
1086	3112,98	3149,81
1087	3097,93	3196,61
1088	3069,24	3184,81
1089	3118,68	3176,87
1090	3119,90	3166,70
1091	3055,91	3166,70
1092	3074,94	3183,99
1093	3114,41	3151,23
1094	3133,74	3205,15
1095	3116,65	3175,04
1096	3099,76	3133,94
1097	3063,54	3178,09
1098	3124,89	3163,65
1099	3131,50	3141,47
1100	3115,02	3161,81
1101	3091,21	3146,55
1102	3088,16	3130,48
1103	3120,71	3155,10
1104	3106,88	3116,24
1105	3139,53	3105,66
1106	3139,03	3154,90
1107	3101,79	3170,36
1108	3083,48	3143,91
1109	3120,51	3122,75
1110	3088,97	3109,52
1111	3104,03	3134,35
1112	3138,62	3139,53
1113	3236,28	3282,47
1114	3213,70	3189,08
1115	3142,28	3178,91
1116	3135,97	3155,10
1117	3107,08	3146,35
1118	3132,82	3134,96
1119	3116,65	3136,18
1120	3129,06	3159,37
1121	3141,06	3158,76
1122	3110,74	3135,16
1123	3156,12	3146,76
1124	3095,08	3124,99
1125	3090,09	3117,87
1126	3106,68	3135,77
1127	3090,20	3164,46
1128	3146,76	3164,66
1129	3134,75	3130,07
1130	3104,84	3163,65
1131	3172,39	3164,46
1132	3125,19	3173,41
1133	3165,88	3146,96
1134	3111,15	3175,24
1135	3105,25	3200,27
1136	3164,05	3153,88
1137	3075,95	3142,49
1138	3081,24	3137,40
1139	3102,00	3120,92
1140	3145,54	3174,63
1141	3101,79	3191,11
1142	3094,47	3178,70
1143	3048,89	3170,16
1144	3114,81	3161,20
1145	3106,68	3173,82
1146	3155,10	3157,24
1147	3142,69	3162,83
1148	3073,92	3172,19
